id,name_wrestling,name_crew,name_real,name_alt,nationality_fr,nationality_en,year_start,year_end,mask_theme_en,active_fr,active_en,info_fr,info_en,mask_theme_fr,x,y,w,h
matanza_cueto,Matanza Cueto,,Jeffrey Cobb,Jeff Cobb,Americain,American,2009,,"madness/mystery, pop culture/comic/manga/movie",actif,active,"Originaire de l’île de Guam, il participe aux Jeux olympiques d’Athènes en 2004 comme lutteur. Le gimmick de Matanza, à la Lucha Underground, est celui du frère psychopathe de Dario Cueto, millionaire mafieux et patron de la promotion. Ce dernier l’utilise pour sacrifier, en kayfabe, des catcheurs sur le ring. Son arrivée est teasée pendant un an et demi et il est enfin battu par <span data-id=rey_mysterio_jr>Rey Mysterio Jr.</span>","Originally from Guam, he competed in the 2004 Olympic Games in Athens as a wrestler. He used the Matanza gimmick at the Lucha Underground, portraying the pyschopathic brother of Dario Cueto. Cueto was a mafia millionaire and the promotion’s boss. In kayfabe, he used him to sacrifice wrestlers in the ring. The promotion teased his arrival for over a year, but he was finally beaten by <span data-id=rey_mysterio_jr>Rey Mysterio Jr.</span>",plusieurs,1920,800,2560,2400
matt_classic,Matt Classic,,Scott Colton,Colt Cabana,Americain,American,1999,,basic,actif,active,"Colt Cabana est l’un des grandes figures du catch indépendant au Etats-Unis et il anime, depuis 2017, le podcast “The Art of wrestling”. Le gimmick de Matt Classic, utilisé pour la première fois en 2006 dans la promotion Wrestling Society X mais aussi à la Chikara, est celui d’un catcheur “old school”. Il est ainsi présenté comme un ancien champion poids lourds de 1952. Soit 28 ans avant sa naissance !","Colt Cabana is one of the great figures of independent wrestling in the United States. Since 2017, he has hosted the podcast “The Art of Wrestling.” The Matt Classic gimmick is an old school wrestler that he used for the first time in 2006 at the Wrestling Society X promotion and the Chikara. He is presented as former heavyweight champion from 1952, despite the fact that he wasn't born until 28 years later.",fondamental,1920,960,2560,2400
max_moon,Max Moon,,Charles Ashenoff,Konnan,Cubain,Cuban,1987,,pop culture/comic/manga/movie,actif,active,"Ce “cyborg venu du futur” catche en 1992, à la WWE. Il bénéficie alors d’une entrée spectaculaire, son costume intégrant un lanceur de feu d’artifice. Après le départ de Konnan, le personnage est repris par le catcheur Paul Diamond, ex-membre des Rockers, mais disparaît peu après. D’origines cubaine et portoricaine, il a une grande carrière au Mexique, où il est comparé à <span data-id=mr_america>Hulk Hogan</span> pour sa popularité.","This “cyborg from the future” wrestled at the WWE in 1992. He had a spectacular entrance, incorporating a firework launcher into his costume. After Konnan’s departure, the character was reincarnated by Paul Diamond, ex-member of the Rockers, but disappeared soon after. Of Cuban and Puerto origins, he has a great career in Mexico, where he is compared to <span data-id=mr_america>Hulk Hogan</span> for his popularity.",culture pop/bande dessinée/manga/film,1920,1120,2560,2400
menso_re_oyaji,Menso Re Oyaji,,Yohei Nakajima,,Japonais,Japanese,2009,,pop culture/comic/manga/movie,actif,active,"Il fait ses débuts sur le ring en 2008 à la Okinawa Pro Wrestling. Vêtu d’une chemise “kariyushi” et d’un masque en forme de bol de nouilles (les ramen), il arrive souvent sur le ring ivre, en kayfabe, avec une bière à la main, soit une compilation des clichés concernant les habitants d’Okinawa. Depuis 2014 il catche sans masque, notamment à la AJPW, rivale de la NJPW.","He made his debut in the ring in 2008 at Okinawawa Pro Wrestling. He dresses in a “Kariyushi” and a mask in the shape of a bowl of ramen. According to kayfabe, he often gets into the ring drunk, with a beer in hand, a compilation of clichés about the people of Okinawa. He has wrestled without a mask, since 2014, notably in the AJPW, rival to the NJPW.",culture pop/bande dessinée/manga/film,1920,1280,2560,2400
mephisto,Mephisto,,,,Mexicain,Mexican,1988,,darkness/death/demon/macabre,actif,active,"Fils d’Astro Rey Sr, il fait ses débuts en tant que Mephisto en 2001 et membre de la stable Los Infernales, menée par El Satanico, avec <span data-id=averno>Averno.</span> Fin 2006, début 2007, Averno et Mephisto forment “La Triada del Terror” avec <span data-id=ephesto>Ephesto.</span> Le trio est nommé auparavant Los Ku Klux Klan, avec des robes similaires à cette société secrète suprémaciste, mais le nom est abandonné rapidement.","He is Astro Rey Sr's son, and made his debut as Mephisto in 2001, and as a member of the Los Infernales team led by El Satanico, alongside <span data-id=averno>Averno.</span> At the end of 2006, Averno and Mephisto formed La Triada del Terror with <span data-id=ephesto>Ephesto.</span> The trio was originally named Los Ku Klux Klan, with robes similar to those of the white supremacist hate group, but that name was quickly abandoned.",obscurité/mort/démon/macabre,1920,1440,2560,2400
midnight_rider,Midnight Rider,,Virgil Riley Runnels,Dusty Rhodes,Americain,American,1974,2004,pop culture/comic/manga/movie,mort,dead,"Dusty Rhodes est un babyface très populaire au Etats-Unis dans les années 70-80, grâce son gimmick de ""common man / working class hero"". Le masque de Midnight Rider est, quant à lui, utilisé dans l'angle classique du catcheur renvoyé d'une promotion et y revenant incognito. Il réussit à battre, en 1983, le champion Rick Flair mais, refusant d'enlever son masque, il ne peut récupérer le titre.","Dusty Rhodes was a very popular hero in the US during the 70s and 80s, thanks to his everyman gimmick. Midnight Rider’s mask was used in the classic angle of a wrestler having been dismissed from a promotion and returning incognito. In 1983, he succeeded in beating the champion Rick Flair, but by refusing to remove his mask, he did not receive the title.",culture pop/bande dessinée/manga/film,1920,1600,2560,2400
mil_mascaras,Mil Mascaras,,Aaron Rodriguez,,Mexicain,Mexican,1965,2002,"basic, other",retraité,retired,"Comme <span data-id=huracan_ramirez>Huracan Ramirez,</span> le personnage de Mil Mascaras est né au cinéma et s’inspire du héros de pulp Doc Savage. Ses matchs au Japon et aux Etats-Unis aident à forger l'image internationale du luchador masqué. Agé de 77 ans et officiellement retraité depuis 2002, il continuait, en 2019, de monter à l’occasion sur le ring.","Like <span data-id=huracan_ramirez>Huracan Ramirez,</span> Mil Mascaras’ character was born out of the movies and is inspired by the pulp hero, Doc Savage. His matches in Japan and the US helped forge the international image of the masked luchador. At 77 years old, he continued to occasionally get in the ring depsite officially retiring in 2002.",plusieurs,1920,1760,2560,2400
mil_muertes,Mil Muertes,,Gilbert Cosme,,Portoricain,Puerto Rican,1997,,"basic, darkness/death/demon/macabre",actif,active,"D'origine portoricaine, il campe, lors de son passage à la Lucha Underground, le personnage d'un monster heel : Mil Muertes. Son background sera développé de façon habile dans une série de comics publiée par la promotion. Il y est décrit comme un survivant du grand temblement de terre de 1985, à Mexico, tirant sa force des victimes de la catastrophe.","Of Puerto Rican origin, during his time at the Lucha Underground he played he villain, Mil Muertes. His background was skillfully developed in a series of comics published by the promoters. In it, he is described as a survivor of the 1985 earthquake in Mexico, drawing his strength from the victims of the disaster.",plusieurs,0,1920,2560,2400
misterioso_sr,Misterioso Sr,,Roberto Castillo,,"Mexicain, Americain","Mexican, American",1988,,madness/mystery,actif,active,"Outre l'apport de plusieurs innovations au masque de lucha, comme des couleurs très vives et des rajouts, il aura une grande histoire d'amitié-rivalité avec Volador, culminant dans un lucha de apuesta, en 1995. Refusant l'aide irrégulière de Blue Panther, Misterioso se fait mettre ko. Mais Volador le remonte sur le ring et se ""couche"" pour le pin, sacrifiant son masque au profit d'une nouvelle amitié.","He contributed to many innovations for the lucha mask, like bright colors, and had a great friendship/rivalry with Volador, culminating in a lucha de apuesta in 1995. In this match he refused the help of Blue Panther and got knocked out. But Volador got his back in the ring and “laid down” for the pin, sacrificing his mask for the benefit their friendship.",folie/mystère,160,1920,2560,2400
mr_america,Mr America,,Terry Gene Bolea,Hulk Hogan,Americain,American,1977,,"pop culture/comic/manga/movie, mythology/folklore/history",actif,active,"Impossible de résumer Hulk Hogan en quelques lignes mais ce gimmick, utilisé en 2003, est une belle parodie de l’angle du “catcheur viré"". Certes masqué, il reprend pourtant son thème musical “Real American” ainsi que toutes ses prises. Et, démasqué suite à une défaite, il demandera au public de l’arène de rester discret… alors que le show était télévisé !","While it’s impossible to summarize Hulk Hogan in a few lines, this gimmick from 2003 was a beautiful parody of the “fired wrestler” angle. Unmasked after his loss, he asked the crowd in the arena to remain keep his secret, even though the show was televised!",plusieurs,320,1920,2560,2400
mr_azerbaidjan,Mr Azerbaidjan,,Dustin Lee Howard,Chuck Taylor,Americain,American,2002,,"pop culture/comic/manga/movie, mythology/folklore/history",actif,active,"Plus connu sous le nom de Chuck Taylor, Mr Azerbaidjan est l'un des innombrables gimmicks de Chuck Taylor, grande figure du catch indépendant américain. Ce gimmick de comedy wrestler, utilisé lors de son passage à la Chikara, est à la fois une parodie des lutteurs d'antan et de <span data-id=mr_america>Mr America.</span>","Better known as Chuck Taylor, one of the greatest figures of American independent wrestling. Mr. Azerbaidjan was one of Taylor’s countless gimmicks. This comedic wrestler, used during his time at Chikara, was both a parody of the wrestlers and of <span data-id = mr_america> Mr America.</span>",plusieurs,480,1920,2560,2400
mr_niebla,Mr Niebla,,,,Mexicain,Mexican,1990,,darkness/death/demon/macabre,mort,dead,"Après des débuts en 1990, il devient Mr Niebla en 1992, un rudo comique. En 1998, un catcheur utilisant son gimmick sans son autorisation est embauché par la CMLL comme remplaçant, alors qu’il est blessé. A son retour, Mr Niebla réussit à le démasquer dans une lucha de apuesta. Souffrant d’alcoolisme, il est renvoyé, avant d’être réintégré en 2019 mais il meurt, malheureusement, quelques mois après.","After starting in 1990, he became the comedic rudo named Mr. Niebla in 1992. In 1998, a wrestler using his gimmick without his authorization was hired by the CMLL to replace him when he was injured. When Mr Niebla returned, he unmasked his replacement in a lucha de apuesta. Suffering from alcoholism, he was fired, before being reinstated in 2019, then passed away a few months later.",obscurité/mort/démon/macabre,640,1920,2560,2400
mr_wrestling,Mr Wrestling,,George Burrel Woodin,Tim Woods,Americain,American,1962,1983,basic,mort,dead,"Grande star dans le sud des Etats-Unis dans les années 60-70, il perd un doigt, croqué par son adversaire, lors d’un “shoot fight” en 1968. Egalement blessé lors d’un célèbre accident d’avion en 1975 impliquant plusieurs catcheurs heel, dont Rick Flair, il remonte aussitôt sur le ring. Car, en tant que babyface, et afin de maintenir le kayfabe, il n’est pas censé voyager avec eux !","He was a big star in the southern US during the 60s and 70s. He lost a finger when it was bitten off by his opponent, in a shoot fight in 1968. He was also injured during a famous plane crash in 1975 involving several heel wrestlers, including Rick Flair. He immediately returned to the ring since being a face, and in order to maintain the kayfabe, he was not supposed to travel with them.",fondamental,800,1920,2560,2400
murcielago_velasquez,Murcielago Velasquez,,Jesús Velázquez Quintero,,Mexicain,Mexican,1938,1972,basic,mort,dead,"Deuxième catcheur mexicain à lutter masqué, il se démarque par un personnage de rudo cruel, tout de noir vêtu et entrant dans l'arène dans une nuée de chauve-souris. Il est par ailleurs le premier catcheur, avec Octavio Gaona, à lancer la tradition de la lucha de apuestas. Interdit de catcher à Mexico en 1955, suite à un match jugé trop brutal, il arrête sa carrière et devient acteur et scénariste.","The second Mexican wrestler to fight masked, he stands out with a cruel rudo character, dressed all in black and entering the arena in a cloud of bats. He is also the first wrestler, along with Octavio Gaona, to start the lucha de apuestas tradition. After a match that was deemed too brutal in 1955, he was banned from Mexico and quit wrestling to become an actor and screenwriter.",fondamental,960,1920,2560,2400
